accession,dataset,row_id:ID(Protein),:LABEL
A0A140LHV9,UP000005640_9606,562,Protein
A0A140LHX2,UP000005640_9606,563,Protein
A0A140LI04,UP000005640_9606,564,Protein
A0A140LI11,UP000005640_9606,565,Protein
A0A140LI28,UP000005640_9606,566,Protein
A0A140LI67,UP000005640_9606,567,Protein
A0A140LI88,UP000005640_9606,568,Protein
A0A140LIA7,UP000005640_9606,569,Protein
A0A140LIE7,UP000005640_9606,570,Protein
A0A140LIF8,UP000005640_9606,571,Protein
A0A140LII9,UP000005640_9606,572,Protein
A0A140LIJ0,UP000005640_9606,573,Protein
A0A140LIP3,UP000005640_9606,574,Protein
A0A140LIQ5,UP000005640_9606,575,Protein
A0A140LIR9,UP000005640_9606,576,Protein
A0A140LIS8,UP000005640_9606,577,Protein
A0A140LIT1,UP000005640_9606,578,Protein
A0A140LIU8,UP000005640_9606,579,Protein
A0A140LIV7,UP000005640_9606,580,Protein
A0A140LIW0,UP000005640_9606,581,Protein
A0A140LIW3,UP000005640_9606,582,Protein
A0A140LIX9,UP000005640_9606,583,Protein
A0A140LJ24,UP000005640_9606,584,Protein
A0A140LJ28,UP000005640_9606,585,Protein
A0A140LJ72,UP000005640_9606,586,Protein
A0A140LJ87,UP000005640_9606,587,Protein
A0A140LJC7,UP000005640_9606,588,Protein
A0A140LJF5,UP000005640_9606,589,Protein
A0A140LJJ2,UP000005640_9606,590,Protein
A0A140T8I4,UP000005640_9606,591,Protein
A0A140T8J6,UP000005640_9606,592,Protein
A0A140T8J7,UP000005640_9606,593,Protein
A0A140T8J9,UP000005640_9606,594,Protein
A0A140T8K0,UP000005640_9606,595,Protein
A0A140T8K3,UP000005640_9606,596,Protein
A0A140T8K4,UP000005640_9606,597,Protein
A0A140T8K7,UP000005640_9606,598,Protein
A0A140T8L4,UP000005640_9606,599,Protein
A0A140T8L9,UP000005640_9606,600,Protein
A0A140T8M0,UP000005640_9606,601,Protein
A0A140T8M1,UP000005640_9606,602,Protein
A0A140T8M2,UP000005640_9606,603,Protein
A0A140T8M3,UP000005640_9606,604,Protein
A0A140T8M4,UP000005640_9606,605,Protein
A0A140T8M5,UP000005640_9606,606,Protein
A0A140T8M6,UP000005640_9606,607,Protein
A0A140T8M8,UP000005640_9606,608,Protein
A0A140T8M9,UP000005640_9606,609,Protein
A0A140T8N1,UP000005640_9606,610,Protein
A0A140T8N3,UP000005640_9606,611,Protein
A0A140T8N4,UP000005640_9606,612,Protein
A0A140T8N5,UP000005640_9606,613,Protein
A0A140T8N6,UP000005640_9606,614,Protein
A0A140T8N7,UP000005640_9606,615,Protein
A0A140T8N8,UP000005640_9606,616,Protein
A0A140T8N9,UP000005640_9606,617,Protein
A0A140T8P0,UP000005640_9606,618,Protein
A0A140T8P1,UP000005640_9606,619,Protein
A0A140T8P2,UP000005640_9606,620,Protein
A0A140T8P3,UP000005640_9606,621,Protein
A0A140T8P4,UP000005640_9606,622,Protein
A0A140T8P5,UP000005640_9606,623,Protein
A0A140T8P6,UP000005640_9606,624,Protein
A0A140T8P7,UP000005640_9606,625,Protein
A0A140T8P8,UP000005640_9606,626,Protein
A0A140T8P9,UP000005640_9606,627,Protein
A0A140T8Q0,UP000005640_9606,628,Protein
A0A140T8Q2,UP000005640_9606,629,Protein
A0A140T8Q4,UP000005640_9606,630,Protein
A0A140T8Q5,UP000005640_9606,631,Protein
A0A140T8T4,UP000005640_9606,632,Protein
A0A140T8U1,UP000005640_9606,633,Protein
A0A140T8U3,UP000005640_9606,634,Protein
A0A140T8U8,UP000005640_9606,635,Protein
A0A1B0GQX2,UP000005640_9606,636,Protein
A0A1B0GQX3,UP000005640_9606,637,Protein
A0A1B0GQY9,UP000005640_9606,638,Protein
A0A1B0GR10,UP000005640_9606,639,Protein
A0A1B0GR13,UP000005640_9606,640,Protein
A0A1B0GR31,UP000005640_9606,641,Protein
A0A1B0GR71,UP000005640_9606,642,Protein
A0A1B0GR74,UP000005640_9606,643,Protein
A0A1B0GR83,UP000005640_9606,644,Protein
A0A1B0GR91,UP000005640_9606,645,Protein
A0A1B0GRB6,UP000005640_9606,646,Protein
A0A1B0GRE8,UP000005640_9606,647,Protein
A0A1B0GRF0,UP000005640_9606,648,Protein
A0A1B0GRG8,UP000005640_9606,649,Protein
A0A1B0GRH6,UP000005640_9606,650,Protein
A0A1B0GRI2,UP000005640_9606,651,Protein
A0A1B0GRI5,UP000005640_9606,652,Protein
A0A1B0GRI9,UP000005640_9606,653,Protein
A0A1B0GRJ4,UP000005640_9606,654,Protein
A0A1B0GRK0,UP000005640_9606,655,Protein
A0A1B0GRL1,UP000005640_9606,656,Protein
A0A1B0GRN7,UP000005640_9606,657,Protein
A0A1B0GRQ0,UP000005640_9606,658,Protein
A0A1B0GRQ3,UP000005640_9606,659,Protein
A0A1B0GRQ9,UP000005640_9606,660,Protein
A0A1B0GRV7,UP000005640_9606,661,Protein
A0A1B0GS00,UP000005640_9606,662,Protein
A0A1B0GS01,UP000005640_9606,663,Protein
A0A1B0GS05,UP000005640_9606,664,Protein
A0A1B0GS35,UP000005640_9606,665,Protein
A0A1B0GS61,UP000005640_9606,666,Protein
A0A1B0GS71,UP000005640_9606,667,Protein
A0A1B0GS74,UP000005640_9606,668,Protein
A0A1B0GS75,UP000005640_9606,669,Protein
A0A1B0GSA0,UP000005640_9606,670,Protein
A0A1B0GSA9,UP000005640_9606,671,Protein
A0A1B0GSB0,UP000005640_9606,672,Protein
A0A1B0GSB3,UP000005640_9606,673,Protein
A0A1B0GSD2,UP000005640_9606,674,Protein
A0A1B0GSE1,UP000005640_9606,675,Protein
A0A1B0GSF4,UP000005640_9606,676,Protein
A0A1B0GSF6,UP000005640_9606,677,Protein
A0A1B0GSF9,UP000005640_9606,678,Protein
A0A1B0GSG0,UP000005640_9606,679,Protein
A0A1B0GSG7,UP000005640_9606,680,Protein
A0A1B0GSH7,UP000005640_9606,681,Protein
A0A1B0GSI2,UP000005640_9606,682,Protein
A0A1B0GSI9,UP000005640_9606,683,Protein
A0A1B0GSJ4,UP000005640_9606,684,Protein
A0A1B0GSK3,UP000005640_9606,685,Protein
A0A1B0GSM6,UP000005640_9606,686,Protein
A0A1B0GSN5,UP000005640_9606,687,Protein
A0A1B0GSN8,UP000005640_9606,688,Protein
A0A1B0GSP6,UP000005640_9606,689,Protein
A0A1B0GSS6,UP000005640_9606,690,Protein
A0A1B0GST0,UP000005640_9606,691,Protein
A0A1B0GST8,UP000005640_9606,692,Protein
A0A1B0GST9,UP000005640_9606,693,Protein
A0A1B0GSU5,UP000005640_9606,694,Protein
A0A1B0GSW2,UP000005640_9606,695,Protein
A0A1B0GSX1,UP000005640_9606,696,Protein
A0A1B0GSZ0,UP000005640_9606,697,Protein
A0A1B0GSZ2,UP000005640_9606,698,Protein
A0A1B0GT06,UP000005640_9606,699,Protein
A0A1B0GT13,UP000005640_9606,700,Protein
A0A1B0GT24,UP000005640_9606,701,Protein
A0A1B0GT27,UP000005640_9606,702,Protein
A0A1B0GT39,UP000005640_9606,703,Protein
A0A1B0GT42,UP000005640_9606,704,Protein
A0A1B0GT45,UP000005640_9606,705,Protein
A0A1B0GT64,UP000005640_9606,706,Protein
A0A1B0GT72,UP000005640_9606,707,Protein
A0A1C7CYU6,UP000005640_9606,708,Protein
A0A1C7CYV3,UP000005640_9606,709,Protein
A0A1D5RLC8,UP000005640_9606,710,Protein
A0A1D5RLD8,UP000005640_9606,711,Protein
A0A1D5RLF0,UP000005640_9606,712,Protein
A0A1D5RLK8,UP000005640_9606,713,Protein
A0A1D5RLR5,UP000005640_9606,714,Protein
A0A1D5RLS7,UP000005640_9606,715,Protein
A0A1D5RLX6,UP000005640_9606,716,Protein
A0A1D5RM15,UP000005640_9606,717,Protein
A0A1D5RM44,UP000005640_9606,718,Protein
A0A1D5RM53,UP000005640_9606,719,Protein
A0A1D5RM54,UP000005640_9606,720,Protein
A0A1D5RM70,UP000005640_9606,721,Protein
A0A1D5RM95,UP000005640_9606,722,Protein
A0A1D5RM98,UP000005640_9606,723,Protein
A0A1D5RMB0,UP000005640_9606,724,Protein
A0A1D5RMD1,UP000005640_9606,725,Protein
A0A1D5RMH6,UP000005640_9606,726,Protein
A0A1D5RMN0,UP000005640_9606,727,Protein
A0A1D9BZF0,UP000005640_9606,728,Protein
A0A1L1SQ02,UP000005640_9606,729,Protein
A0A1L1SQ65,UP000005640_9606,730,Protein
A0A1L1SQF6,UP000005640_9606,731,Protein
A0A1L1SQJ6,UP000005640_9606,732,Protein
A0A1L1SQT2,UP000005640_9606,733,Protein
A0A1L1SQW2,UP000005640_9606,734,Protein
A0A1L1SR01,UP000005640_9606,735,Protein
A0A1L1SR47,UP000005640_9606,736,Protein
A0A1L1SR87,UP000005640_9606,737,Protein
A0A1L1SR98,UP000005640_9606,738,Protein
A0A1L1SRD7,UP000005640_9606,739,Protein
A0A1L1SRK6,UP000005640_9606,740,Protein
A0A1L1SRZ5,UP000005640_9606,741,Protein
A0A1L1SRZ8,UP000005640_9606,742,Protein
A0A1L1SSB4,UP000005640_9606,743,Protein
A0A1L1SSC7,UP000005640_9606,744,Protein
A0A1L1SSD5,UP000005640_9606,745,Protein
A0A1L1SSS5,UP000005640_9606,746,Protein
A0A1L1SSZ5,UP000005640_9606,747,Protein
A0A1L1ST14,UP000005640_9606,748,Protein
A0A1L1STD5,UP000005640_9606,749,Protein
A0A1L1STD6,UP000005640_9606,750,Protein
A0A1L1STL1,UP000005640_9606,751,Protein
A0A1L1STL9,UP000005640_9606,752,Protein
A0A1L1STN9,UP000005640_9606,753,Protein
A0A1L1STQ7,UP000005640_9606,754,Protein
A0A1L1STZ9,UP000005640_9606,755,Protein
A0A1L1SU13,UP000005640_9606,756,Protein
A0A1L1SUA2,UP000005640_9606,757,Protein
A0A1L1SUC9,UP000005640_9606,758,Protein
A0A1L1SUL6,UP000005640_9606,759,Protein
A0A1L1SUP2,UP000005640_9606,760,Protein
A0A1L1SUS1,UP000005640_9606,761,Protein
A0A1L1SV77,UP000005640_9606,762,Protein
A0A1L1SVB5,UP000005640_9606,763,Protein
A0A1W2P6H7,UP000005640_9606,764,Protein
A0A1W2P6Q8,UP000005640_9606,765,Protein
A0A1W2P6Q9,UP000005640_9606,766,Protein
A0A1W2P6U8,UP000005640_9606,767,Protein
A0A1W2P6W1,UP000005640_9606,768,Protein
A0A1W2P709,UP000005640_9606,769,Protein
A0A1W2P728,UP000005640_9606,770,Protein
A0A1W2P738,UP000005640_9606,771,Protein
A0A1W2P739,UP000005640_9606,772,Protein
A0A1W2P7G7,UP000005640_9606,773,Protein
A0A1W2P7H4,UP000005640_9606,774,Protein
A0A1W2P7H6,UP000005640_9606,775,Protein
A0A1W2P7I0,UP000005640_9606,776,Protein
A0A1W2P7J1,UP000005640_9606,777,Protein
A0A1W2P7N1,UP000005640_9606,778,Protein
A0A1W2P7S4,UP000005640_9606,779,Protein
A0A1W2P7S8,UP000005640_9606,780,Protein
A0A1W2P7T4,UP000005640_9606,781,Protein
A0A1W2P7T6,UP000005640_9606,782,Protein
A0A1W2P7U0,UP000005640_9606,783,Protein
A0A1W2P7V2,UP000005640_9606,784,Protein
A0A1W2P7W0,UP000005640_9606,785,Protein
A0A1W2P7Z8,UP000005640_9606,786,Protein
A0A1W2P855,UP000005640_9606,787,Protein
A0A1W2P860,UP000005640_9606,788,Protein
A0A1W2P872,UP000005640_9606,789,Protein
A0A1W2P884,UP000005640_9606,790,Protein
A0A1W2P8D5,UP000005640_9606,791,Protein
A0A1Y7VHD7,UP000005640_9606,792,Protein
A0A1Y7VIM3,UP000005640_9606,793,Protein
A0A1Y7VIT9,UP000005640_9606,794,Protein
A0A1Y7VIU2,UP000005640_9606,795,Protein
A0A1Y7VIZ1,UP000005640_9606,796,Protein
A0A1Y7VJ07,UP000005640_9606,797,Protein
A0A1Y7VJ29,UP000005640_9606,798,Protein
A0A1Y7VJ58,UP000005640_9606,799,Protein
A0A1Y7VJE6,UP000005640_9606,800,Protein
A0A1Y7VJE9,UP000005640_9606,801,Protein
A0A1Y7VJH8,UP000005640_9606,802,Protein
A0A1Y7VJK9,UP000005640_9606,803,Protein
A0A1Y7VJN6,UP000005640_9606,804,Protein
A0A1Y7VJV2,UP000005640_9606,805,Protein
A0A1Y7VJW0,UP000005640_9606,806,Protein
A0A1Y7VK00,UP000005640_9606,807,Protein
A0A1Y7VK80,UP000005640_9606,808,Protein
A0A1Y7VKT9,UP000005640_9606,809,Protein
A0A1Y7VLE6,UP000005640_9606,810,Protein
A0A1Y7VLQ2,UP000005640_9606,811,Protein
A0A1Y7VLT7,UP000005640_9606,812,Protein
A0A1Y7VMD6,UP000005640_9606,813,Protein
A0A1Y7VMI0,UP000005640_9606,814,Protein
A0A1Y7VMN9,UP000005640_9606,815,Protein
A0A1Y7VMP7,UP000005640_9606,816,Protein
A0A1Y7VN40,UP000005640_9606,817,Protein
A0A1Y7VNG9,UP000005640_9606,818,Protein
A0A1Y7VNY1,UP000005640_9606,819,Protein
A0A1Y7VP24,UP000005640_9606,820,Protein
A0A1Y7VP58,UP000005640_9606,821,Protein
A0A1Z4VJI9,UP000005640_9606,822,Protein
A0A286YCH8,UP000005640_9606,823,Protein
A0A286YCP9,UP000005640_9606,824,Protein
A0A286YCQ8,UP000005640_9606,825,Protein
A0A286YCU8,UP000005640_9606,826,Protein
A0A286YCV9,UP000005640_9606,827,Protein
A0A286YCX6,UP000005640_9606,828,Protein
A0A286YCZ6,UP000005640_9606,829,Protein
A0A286YD13,UP000005640_9606,830,Protein
A0A286YD83,UP000005640_9606,831,Protein
A0A286YD85,UP000005640_9606,832,Protein
A0A286YDB2,UP000005640_9606,833,Protein
A0A286YDE9,UP000005640_9606,834,Protein
A0A286YDG0,UP000005640_9606,835,Protein
A0A286YDK0,UP000005640_9606,836,Protein
A0A286YDK6,UP000005640_9606,837,Protein
A0A286YDL3,UP000005640_9606,838,Protein
A0A286YDM5,UP000005640_9606,839,Protein
A0A286YDN8,UP000005640_9606,840,Protein
A0A286YDP4,UP000005640_9606,841,Protein
A0A286YDY8,UP000005640_9606,842,Protein
A0A286YE43,UP000005640_9606,843,Protein
A0A286YE47,UP000005640_9606,844,Protein
A0A286YEC0,UP000005640_9606,845,Protein
A0A288CFY5,UP000005640_9606,846,Protein
A0A2I3BPG7,UP000005640_9606,847,Protein
A0A2I3BPJ2,UP000005640_9606,848,Protein
A0A2I3BPQ2,UP000005640_9606,849,Protein
A0A2I3BPR3,UP000005640_9606,850,Protein
A0A2I3BPT4,UP000005640_9606,851,Protein
A0A2I3BPT7,UP000005640_9606,852,Protein
A0A2I3BPW5,UP000005640_9606,853,Protein
A0A2I3BPX0,UP000005640_9606,854,Protein
A0A2I3BQ22,UP000005640_9606,855,Protein
A0A2I3BQ89,UP000005640_9606,856,Protein
A0A2I3BQC3,UP000005640_9606,857,Protein
A0A2I3BQG2,UP000005640_9606,858,Protein
A0A2I3BQG5,UP000005640_9606,859,Protein
A0A2I3BQH9,UP000005640_9606,860,Protein
A0A2I3BQR4,UP000005640_9606,861,Protein
A0A2I3BQS8,UP000005640_9606,862,Protein
A0A2I3BR05,UP000005640_9606,863,Protein
A0A2I3BR58,UP000005640_9606,864,Protein
A0A2I3BR64,UP000005640_9606,865,Protein
A0A2I3BR67,UP000005640_9606,866,Protein
A0A2I3BR68,UP000005640_9606,867,Protein
A0A2I3BR81,UP000005640_9606,868,Protein
A0A2I3BRA8,UP000005640_9606,869,Protein
A0A2I3BRB8,UP000005640_9606,870,Protein
A0A2I3BRI6,UP000005640_9606,871,Protein
A0A2I3BRL8,UP000005640_9606,872,Protein
A0A2I3BRN2,UP000005640_9606,873,Protein
A0A2I3BRN4,UP000005640_9606,874,Protein
A0A2I3BRV4,UP000005640_9606,875,Protein
A0A2I3BRV7,UP000005640_9606,876,Protein
A0A2I3BRW3,UP000005640_9606,877,Protein
A0A2I3BRX0,UP000005640_9606,878,Protein
A0A2I3BS13,UP000005640_9606,879,Protein
A0A2R8VH94,UP000005640_9606,880,Protein
A0A2R8VHF7,UP000005640_9606,881,Protein
A0A2R8VHJ9,UP000005640_9606,882,Protein
A0A2R8VHP3,UP000005640_9606,883,Protein
A0A2R8VJU7,UP000005640_9606,884,Protein
A0A2R8VKG2,UP000005640_9606,885,Protein
A0A338P6D5,UP000005640_9606,886,Protein
A0A338P6G2,UP000005640_9606,887,Protein
A0A338P6G8,UP000005640_9606,888,Protein
A0A338P6I9,UP000005640_9606,889,Protein
A0A338P6K9,UP000005640_9606,890,Protein
A0A338P6Q3,UP000005640_9606,891,Protein
A0A338P6T0,UP000005640_9606,892,Protein
A0A338P708,UP000005640_9606,893,Protein
A0A338P719,UP000005640_9606,894,Protein
A0A338P791,UP000005640_9606,895,Protein
A0A338P7C9,UP000005640_9606,896,Protein
A0A3B2W3R4,UP000005640_9606,897,Protein
A0A3B2W3Y6,UP000005640_9606,898,Protein
A0A3B2W422,UP000005640_9606,899,Protein
A0A3B2W4A7,UP000005640_9606,900,Protein
A0A3B2W7H5,UP000005640_9606,901,Protein
A0A3B2W7J0,UP000005640_9606,902,Protein
A0A3B2W842,UP000005640_9606,903,Protein
A0A3B2WB67,UP000005640_9606,904,Protein
A0A3B2WBA1,UP000005640_9606,905,Protein
A0A3B2WBC8,UP000005640_9606,906,Protein
A0A3B2WCB0,UP000005640_9606,907,Protein
A0A3B2WCF4,UP000005640_9606,908,Protein
A0A3B2WCP9,UP000005640_9606,909,Protein
A0A3B2WCY4,UP000005640_9606,910,Protein
A0A3B2WD20,UP000005640_9606,911,Protein
A0A3B2WD42,UP000005640_9606,912,Protein
A0A3B2WD63,UP000005640_9606,913,Protein
A0A3Q4EGJ1,UP000005640_9606,914,Protein
A0A3Q4EGK1,UP000005640_9606,915,Protein
A0A3Q4EIC8,UP000005640_9606,916,Protein
A0A494B935,UP000005640_9606,917,Protein
A0A494B999,UP000005640_9606,918,Protein
A0A494B9C2,UP000005640_9606,919,Protein
A0A494B9I6,UP000005640_9606,920,Protein
A0A494B9K2,UP000005640_9606,921,Protein
A0A494B9T5,UP000005640_9606,922,Protein
A0A494B9V8,UP000005640_9606,923,Protein
A0A494BA14,UP000005640_9606,924,Protein
A0A494BA26,UP000005640_9606,925,Protein
A0A494BA31,UP000005640_9606,926,Protein
A0A494BA35,UP000005640_9606,927,Protein
A0A494BAC1,UP000005640_9606,928,Protein
A0A494BAP1,UP000005640_9606,929,Protein
A0A494BAR6,UP000005640_9606,930,Protein
A0A494BAW1,UP000005640_9606,931,Protein
A0A494BB10,UP000005640_9606,932,Protein
A0A494BBH0,UP000005640_9606,933,Protein
A0A494BBN4,UP000005640_9606,934,Protein
A0A504,UP000005640_9606,935,Protein
A0A571BD42,UP000005640_9606,936,Protein
A0A571BD48,UP000005640_9606,937,Protein
A0A571BD55,UP000005640_9606,938,Protein
A0A571BDD5,UP000005640_9606,939,Protein
A0A571BDE3,UP000005640_9606,940,Protein
A0A571BDF8,UP000005640_9606,941,Protein
A0A571BDQ7,UP000005640_9606,942,Protein
A0A571BDR6,UP000005640_9606,943,Protein
A0A571BDS5,UP000005640_9606,944,Protein
A0A571BDT7,UP000005640_9606,945,Protein
A0A571BE33,UP000005640_9606,946,Protein
A0A571BE98,UP000005640_9606,947,Protein
A0A571BEB1,UP000005640_9606,948,Protein
A0A571BEE2,UP000005640_9606,949,Protein
A0A571BEE7,UP000005640_9606,950,Protein
A0A571BEG0,UP000005640_9606,951,Protein
A0A571BEL3,UP000005640_9606,952,Protein
A0A571BEN1,UP000005640_9606,953,Protein
A0A571BEN2,UP000005640_9606,954,Protein
A0A571BEP9,UP000005640_9606,955,Protein
A0A571BES4,UP000005640_9606,956,Protein
A0A571BEV2,UP000005640_9606,957,Protein
A0A571BEV3,UP000005640_9606,958,Protein
A0A571BEW1,UP000005640_9606,959,Protein
A0A571BF02,UP000005640_9606,960,Protein
A0A571BF50,UP000005640_9606,961,Protein
A0A571BF63,UP000005640_9606,962,Protein
A0A571BF69,UP000005640_9606,963,Protein
A0A571BF98,UP000005640_9606,964,Protein
A0A571BFV9,UP000005640_9606,965,Protein
A0A571BG29,UP000005640_9606,966,Protein
A0A571BG45,UP000005640_9606,967,Protein
A0A571BG86,UP000005640_9606,968,Protein
A0A571BGB0,UP000005640_9606,969,Protein
A0A571BGC3,UP000005640_9606,970,Protein
A0A571BGF1,UP000005640_9606,971,Protein
A0A5F8MPB3,UP000005640_9606,972,Protein
A0A5F8MPC2,UP000005640_9606,973,Protein
A0A5F8MPC3,UP000005640_9606,974,Protein
A0A5F8MPE2,UP000005640_9606,975,Protein
A0A5F8MPE6,UP000005640_9606,976,Protein
A0A5F8MPF9,UP000005640_9606,977,Protein
A0A5F8MPH1,UP000005640_9606,978,Protein
A0A5F8MPH2,UP000005640_9606,979,Protein
A0A5F8MPH8,UP000005640_9606,980,Protein
A0A5F8MPI9,UP000005640_9606,981,Protein
A0A5F8MPL8,UP000005640_9606,982,Protein
A0A5F8MPM5,UP000005640_9606,983,Protein
A0A5F8MPN6,UP000005640_9606,984,Protein
A0A5F8MPP0,UP000005640_9606,985,Protein
A0A5F8MPQ1,UP000005640_9606,986,Protein
A0A5F8MPQ6,UP000005640_9606,987,Protein
A0A5F8MPS3,UP000005640_9606,988,Protein
A0A5F8MPU3,UP000005640_9606,989,Protein
A0A5F8MPV3,UP000005640_9606,990,Protein
A0A5F8MPV9,UP000005640_9606,991,Protein
A0A5F8MPY0,UP000005640_9606,992,Protein
A0A5F8MPY2,UP000005640_9606,993,Protein
A0A5F8MQ13,UP000005640_9606,994,Protein
A0A5K7RLP0,UP000005640_9606,995,Protein
A0A668KL92,UP000005640_9606,996,Protein
A0A668KLA6,UP000005640_9606,997,Protein
A0A668KLA7,UP000005640_9606,998,Protein
A0A668KLB6,UP000005640_9606,999,Protein
A0A668KLC8,UP000005640_9606,1000,Protein
A0A668KLD8,UP000005640_9606,1001,Protein
A0A668KLT6,UP000005640_9606,1002,Protein
A0A668KLU9,UP000005640_9606,1003,Protein
A0A668KLV5,UP000005640_9606,1004,Protein
A0A668KM50,UP000005640_9606,1005,Protein
A0A6B9UF22,UP000005640_9606,1006,Protein
A0A6I8MWX0,UP000005640_9606,1007,Protein
A0A6I8MWZ3,UP000005640_9606,1008,Protein
A0A6I8MX03,UP000005640_9606,1009,Protein
A0A6I8MX06,UP000005640_9606,1010,Protein
A0A6I8MX38,UP000005640_9606,1011,Protein
A0A7N9VR94,UP000005640_9606,1012,Protein
A0A7N9VSG0,UP000005640_9606,1013,Protein
A0A804C8T0,UP000005640_9606,1014,Protein
A0A8I4SYN6,UP000005640_9606,1015,Protein
A0A8V5KX55,UP000005640_9606,1016,Protein
A0A8V5KY98,UP000005640_9606,1017,Protein
A0A8V5L1A2,UP000005640_9606,1018,Protein
A0A991ENW0,UP000005640_9606,1019,Protein
A0A991ENX0,UP000005640_9606,1020,Protein
A0A991ENX4,UP000005640_9606,1021,Protein
A0A991EQU4,UP000005640_9606,1022,Protein
A0A9L6KDF6,UP000005640_9606,1023,Protein
A0A9L6KDH6,UP000005640_9606,1024,Protein
A0A9L6KDH9,UP000005640_9606,1025,Protein
A0A9L6KDI9,UP000005640_9606,1026,Protein
A0A9L6KDP1,UP000005640_9606,1027,Protein
A0A9L6KDQ4,UP000005640_9606,1028,Protein
A0A9L6KDR4,UP000005640_9606,1029,Protein
A0A9L6KDR9,UP000005640_9606,1030,Protein
A0A9L6KDT7,UP000005640_9606,1031,Protein
A0A9L6KDT8,UP000005640_9606,1032,Protein
A0A9L6KDU2,UP000005640_9606,1033,Protein
A0A9L6KDU4,UP000005640_9606,1034,Protein
A0A9L6KDU7,UP000005640_9606,1035,Protein
A0A9L6KDV4,UP000005640_9606,1036,Protein
A0A9L6KDV6,UP000005640_9606,1037,Protein
A0A9L6KDW2,UP000005640_9606,1038,Protein
A0A9L6KDW7,UP000005640_9606,1039,Protein
A0A9L6KDW9,UP000005640_9606,1040,Protein
A0A9L6KDY4,UP000005640_9606,1041,Protein
A0A9L6KDZ6,UP000005640_9606,1042,Protein
A0A9L6KE70,UP000005640_9606,1043,Protein
A0A9L6KE92,UP000005640_9606,1044,Protein
A0A9L6KE99,UP000005640_9606,1045,Protein
A0A9L6KEA6,UP000005640_9606,1046,Protein
A0A9L6KEB1,UP000005640_9606,1047,Protein
A0A9L6KEC7,UP000005640_9606,1048,Protein
A0A9L6KED2,UP000005640_9606,1049,Protein
A0A9L6KED7,UP000005640_9606,1050,Protein
A0AA74KSL3,UP000005640_9606,1051,Protein
A0AA74KSL6,UP000005640_9606,1052,Protein
A0AA74KSM4,UP000005640_9606,1053,Protein
A0AA74KSW7,UP000005640_9606,1054,Protein
A0AA74KSY8,UP000005640_9606,1055,Protein
A0AA74KT10,UP000005640_9606,1056,Protein
A0AA74KT21,UP000005640_9606,1057,Protein
A0AA74KT35,UP000005640_9606,1058,Protein
A0AA74KT45,UP000005640_9606,1059,Protein
A0AA74KT47,UP000005640_9606,1060,Protein
A0AA74KT48,UP000005640_9606,1061,Protein
A0AA74KT89,UP000005640_9606,1062,Protein
A0AA74KT98,UP000005640_9606,1063,Protein
A0AA74KTE2,UP000005640_9606,1064,Protein
A0AA74KUN0,UP000005640_9606,1065,Protein
A0AA74KUP2,UP000005640_9606,1066,Protein
A0AA74KUR0,UP000005640_9606,1067,Protein
A0AA74KUR8,UP000005640_9606,1068,Protein
A0AA74KUS0,UP000005640_9606,1069,Protein
A0AAA9WUQ8,UP000005640_9606,1070,Protein
A0AAA9WUS9,UP000005640_9606,1071,Protein
A0AAA9WUT7,UP000005640_9606,1072,Protein
A0AAA9WW07,UP000005640_9606,1073,Protein
A0AAA9WW10,UP000005640_9606,1074,Protein
A0AAA9WW42,UP000005640_9606,1075,Protein
A0AAA9WWD5,UP000005640_9606,1076,Protein
A0AAA9WWG4,UP000005640_9606,1077,Protein
A0AAG1F751,UP000005640_9606,1078,Protein
A0AAG1F7D3,UP000005640_9606,1079,Protein
A0AAG1F886,UP000005640_9606,1080,Protein
A0AAG1F8X7,UP000005640_9606,1081,Protein
A0AAG1F914,UP000005640_9606,1082,Protein
A0AAG1F924,UP000005640_9606,1083,Protein
A0AAG1FCE8,UP000005640_9606,1084,Protein
A0AAG1FEU1,UP000005640_9606,1085,Protein
A0AAG1FKP8,UP000005640_9606,1086,Protein
A0AAG1GAD3,UP000005640_9606,1087,Protein
A0AAG1GD13,UP000005640_9606,1088,Protein
A0AAG1GHN1,UP000005640_9606,1089,Protein
A0AAG1GHQ8,UP000005640_9606,1090,Protein
A0AAG1GI25,UP000005640_9606,1091,Protein
A0AAG1GIT8,UP000005640_9606,1092,Protein
A0AAG1GIV0,UP000005640_9606,1093,Protein
A0AAG1GIV8,UP000005640_9606,1094,Protein
A0AAG1GJD0,UP000005640_9606,1095,Protein
A0AAG1GJQ8,UP000005640_9606,1096,Protein
A0AAG1GJS6,UP000005640_9606,1097,Protein
A0AAG1GJT8,UP000005640_9606,1098,Protein
A0AAG1GJX7,UP000005640_9606,1099,Protein
A0AAG1GKF8,UP000005640_9606,1100,Protein
A0AAG1GKJ7,UP000005640_9606,1101,Protein
A0AAG1GKN4,UP000005640_9606,1102,Protein
A0AAG1GLY0,UP000005640_9606,1103,Protein
A0AAG1GNA1,UP000005640_9606,1104,Protein
A0AAG1GNH3,UP000005640_9606,1105,Protein
A0AAG1GPB3,UP000005640_9606,1106,Protein
A0AAG1GPI2,UP000005640_9606,1107,Protein
A0AAQ4VMP7,UP000005640_9606,1108,Protein
A0AAQ4VMP9,UP000005640_9606,1109,Protein
A0AAQ4VMQ6,UP000005640_9606,1110,Protein
A0AAQ4VMQ9,UP000005640_9606,1111,Protein
